rr,pr,qs,qt,st,r/s ratio,heartrate,output
1087.871287128713,167.079207920792,63.11881188118812,262.3762376237624,80.3080308030803,0.7158941769306533,55.15358361774744,1
1227.722772277228,154.1725601131541,60.82036775106082,297.029702970297,96.18104667609613,0.9518519654344791,48.87096774193549,1
1216.171617161716,92.4092409240924,66.00660066006601,348.1848184818482,227.7227722772278,0.9168127272740675,49.33514246947083,1
735.9735973597359,118.8118811881188,47.85478547854785,150.1650165016502,79.20792079207926,0.7984795162277295,81.52466367713004,1
497.2497249724973,111.1111111111113,51.7051705170517,151.8151815181519,62.70627062706279,0.4363368783191168,120.6637168141593,1
609.90099009901,131.353135313531,67.98679867986797,203.3003300330033,43.84724186704385,2.291243947675486,98.37662337662339,1
1101.838755304102,104.6676096181047,72.13578500707214,301.2729844413013,127.2984441301272,0.4563614054882169,54.45442875481386,1
526.6089108910892,108.9108910891089,100.1747233546884,194.3069306930693,78.04309842749002,0.5813917720145754,113.9365452408931,1
856.4356435643565,177.2277227722773,56.43564356435643,152.4752475247525,67.32673267326737,12.17097505252664,70.05780346820809,1
1069.306930693069,115.983026874116,264.8514851485148,328.1471004243281,117.5742574257425,3.842087284661722,56.1111111111111,1
784.8784878487849,115.2115211521151,57.60576057605761,214.2214221422142,67.50675067506751,0.4593511818717271,76.44495412844037,1
1038.366336633663,143.5643564356435,58.16831683168317,253.7128712871287,75.49504950495047,0.4699567024858594,57.78307508939213,1
1080.622347949081,69.30693069306928,180.6930693069307,332.3903818953323,86.28005657708626,0.5305635240160389,55.52356020942408,1
1018.564356435644,169.5544554455446,60.64356435643565,236.3861386138614,117.5742574257426,0.6216362751677187,58.90643985419199,1
1099.009900990099,133.6633663366337,59.40594059405941,280.940594059406,85.39603960396039,0.364350287026532,54.5945945945946,1
1014.851485148515,153.4653465346535,66.83168316831684,285.8910891089109,108.9108910891089,0.5313488149494263,59.12195121951221,1
1066.831683168317,92.82178217821779,80.44554455445545,288.3663366336633,137.1994342291372,0.6909153509763655,56.24129930394431,1
