rr,pr,qs,qt,st,r/s,heartrate,output
1024.752475247525,189.3564356435643,70.54455445544555,256.1881188118812,116.3366336633664,-2.999941675153169,58.55072463768116,0
933.993399339934,112.2112211221123,51.70517051705171,182.6182618261826,69.30693069306929,-2.940726245926185,64.24028268551237,0
1016.089108910891,73.019801980198,89.1089108910891,352.7227722772277,141.0891089108911,-4.021676001108551,59.04993909866017,0
926.2926292629262,158.4158415841583,59.4059405940594,213.4213421342134,157.3157315731573,-4.005598450435939,64.77434679334918,0
894.0594059405939,138.6138613861387,59.4059405940594,236.6336633663366,117.8217821782179,-8.975389248852663,67.10963455149502,0
798.019801980198,155.4455445544552,140.4140414041404,276.2376237623762,112.8712871287129,-3.535996151344665,75.18610421836227,0
873.2673267326733,142.5742574257425,94.05940594059405,220.7920792079208,107.9207920792078,-4.405080163404515,68.70748299319727,0
831.6831683168317,140.5940594059406,59.4059405940594,329.7029702970297,87.12871287128708,-5.920038147102102,72.14285714285714,0
1196.369636963696,169.9669966996699,253.1824611032532,301.980198019802,132.013201320132,-4.62571341190621,50.15172413793104,0
745.2745274527454,131.4131413141314,83.70837083708369,239.4239423942394,189.018901890189,-3.16901162367265,80.5072463768116,0
878.2178217821781,141.5841584158416,72.27722772277228,285.1485148514852,157.4257425742574,-2.68845248743244,68.32018038331455,0
894.3894389438944,183.7183718371837,88.008800880088,284.928492849285,111.1111111111111,-3.757500048291168,67.08487084870848,0
736.2736273627362,140.4140414041403,150.1650165016501,213.3213321332133,114.3114311431143,-6.252529186435177,81.4914425427873,0
1072.135785007072,124.4695898161245,62.23479490806223,281.4710042432815,131.5417256011316,-4.975337512208273,55.96306068601583,0
880.1980198019803,158.4158415841582,64.35643564356435,223.7623762376238,150.4950495049504,-2.923238018702804,68.16647919010123,0
839.7839783978399,202.5202520252025,59.40594059405941,350.13501350135,124.2124212421242,-5.017145909096953,71.44694533762059,0
841.5841584158416,173.2673267326733,85.14851485148515,253.4653465346535,162.3762376237622,-4.561077741247418,71.29411764705883,0
811.8811881188119,130.6930693069308,55.44554455445545,244.5544554455445,115.8415841584158,-3.00208569600955,73.90243902439025,0
740.9240924092409,138.6138613861386,117.986798679868,207.0957095709571,122.9372937293731,-3.086636690144724,80.97995545657015,0
856.4356435643565,132.6732673267326,93.06930693069305,171.9171917191719,94.059405940594,-3.980702604821654,70.05780346820809,0
995.0495049504948,141.0891089108911,54.45544554455446,219.059405940594,134.90099009901,-5.925640177779508,60.29850746268657,0
774.0774077407742,96.30963096309624,126.012601260126,275.4275427542754,173.2673267326734,-3.880681548442316,77.51162790697673,0
704.6204620462046,150.9900990099012,66.00660066006601,158.4158415841584,148.5148514851487,-3.221941833836865,85.15222482435598,0
703.8703870387038,154.8154815481548,122.1122112211221,260.1260126012601,159.3159315931592,-4.883540380545876,85.24296675191816,0
845.5445544554456,136.6336633663367,73.26732673267327,199.009900990099,86.1386138613861,-4.458615834305409,70.96018735362998,0
777.6777677767776,156.6156615661565,59.40594059405941,241.2241224122412,136.8136813681368,-6.919232209689219,77.15277777777779,0
838.6138613861388,121.7821782178218,77.22772277227725,214.8514851485149,135.6435643564356,-2.930725853543598,71.54663518299883,0
931.9306930693068,184.4059405940594,80.44554455445545,224.009900990099,122.5247524752476,-3.827034155719925,64.38247011952191,0
813.861386138614,165.3465346534653,92.07920792079209,218.8118811881188,96.03960396039598,-2.485694258333218,73.72262773722628,0
975.7975797579758,152.9152915291528,59.4059405940594,231.0231023102311,91.30913091309124,-4.163840682169966,61.48816234498309,0
658.035034272658,134.0441736481339,86.82406702208684,337.3952779893374,239.1469916222393,-4.28221564648792,91.18055555555556,0
949.3949394939494,144.1144114411442,56.10561056105611,171.6171617161716,74.80748074807474,-2.45087287514571,63.19814600231749,0
750.825082508251,145.2145214521454,63.53135313531354,262.3762376237624,203.7953795379539,-2.409622395873994,79.9120879120879,0
1042.079207920792,169.5544554455445,64.35643564356437,214.1089108910891,88.00880088008793,-4.997354503024551,57.57719714964371,0
726.3726372637265,158.4158415841585,144.3894389438944,288.028802880288,252.9252925292532,-5.183240035755889,82.60223048327138,0
867.986798679868,125.4125412541255,141.5841584158416,330.0330033003301,92.07920792079204,-5.416092554184576,69.1254752851711,0
1044.554455445545,120.049504950495,97.77227722772275,331.6831683168317,99.00990099009896,-2.68758247169023,57.44075829383886,0
948.2948294829484,156.215621562156,80.30803080308031,242.024202420242,85.8085808580858,-5.286161320702944,63.27146171693735,0
839.6039603960396,136.6336633663366,74.25742574257427,255.4455445544554,135.6435643564355,-3.209317770613147,71.46226415094341,0
615.2758132956153,124.4695898161243,53.74823196605375,251.7680339462518,101.8387553041019,-3.313703348901888,97.51724137931032,0
941.6941694169416,173.8173817381737,59.4059405940594,258.5258525852585,149.6149614961495,-4.425558502453412,63.71495327102804,0
1101.838755304102,74.96463932107491,66.47807637906648,326.7326732673267,113.1541725601131,-5.220314535765034,54.45442875481386,0
855.4455445544554,148.5148514851483,56.43564356435644,331.6831683168317,244.5544554455447,-6.265028663481078,70.13888888888889,0
820.882088208821,164.7164716471648,58.5058505850585,181.8181818181818,113.4113411341133,-2.984492469579124,73.09210526315789,0
603.3003300330032,189.4389438943896,108.9108910891089,336.6336633663366,168.3168316831684,-3.329936234602754,99.45295404814006,0
1233.380480905233,127.2984441301273,62.23479490806225,287.1287128712871,117.5742574257425,-3.976259894883089,48.64678899082569,0
816.8316831683168,100.9900990099009,70.2970297029703,151.4851485148515,85.50855085508553,-5.368960792145462,73.45454545454545,0
786.6786678667868,145.8145814581458,54.005400540054,162.9162916291629,118.8118811881189,-2.760656081929798,76.27002288329518,0
664.1279512566641,172.8865194211726,69.30693069306929,338.918507235339,143.1835491241432,-4.983990816610557,90.3440366972477,0
666.4127951256664,130.997715156131,55.59786747905559,267.3267326732673,211.728865194212,-4.890268101709771,90.03428571428572,0
644.3259710586442,111.9573495811118,62.45239908606246,306.930693069307,198.0198019801982,-4.715372186006047,93.12056737588652,0
1242.574257425743,173.2673267326732,87.45874587458746,336.6336633663366,82.5082508250825,-5.046078919531737,48.28685258964143,0
727.2727272727273,121.5121512151216,61.20612061206121,194.4194419441944,113.4113411341134,-3.844209034058928,82.49999999999999,0
876.7876787678767,128.7128712871287,148.5148514851485,214.5214521452145,83.60836083608362,-4.216077884478944,68.43161856963614,0
911.991199119912,147.4147414741473,62.70627062706271,201.3201320132013,96.80968096809684,-3.659872459877265,65.79010856453559,0
933.1683168316832,141.089108910891,70.54455445544555,285.8910891089109,94.05940594059408,-4.706417243801283,64.29708222811672,0
788.4788478847885,154.8154815481549,63.9063906390639,195.3195319531953,228.6228622862288,-4.58672503009906,76.0958904109589,0
789.3789378937894,99.00990099009913,72.00720072007202,401.4401440144014,264.6264626462649,-4.068036510326672,76.00912200684151,0
859.4059405940594,135.6435643564358,53.46534653465346,332.6732673267326,81.18811881188118,-5.169300411798199,69.81566820276498,0
751.5751575157516,160.2160216021602,65.7065706570657,239.4239423942394,242.1242124212425,-2.897163326193889,79.83233532934132,0
1234.323432343234,207.920792079208,61.05610561056107,262.3762376237624,94.05940594059408,-3.445571912706314,48.6096256684492,0
714.5214521452145,142.7392739273928,86.63366336633662,291.2541254125412,174.9174917491749,-4.019614577208347,83.97228637413396,0
731.7731773177317,119.7119711971197,147.6897689768977,231.3231323132313,119.7119711971197,-3.714253924491969,81.99261992619927,0
960.3960396039604,133.6633663366336,61.88118811881189,361.3861386138614,76.73267326732672,-4.490946838308585,62.47422680412371,0
607.260726072607,146.5346534653466,65.34653465346535,237.6237623762376,109.3069306930693,-3.196590133728847,98.804347826087,0
1073.550212164074,90.52333804809054,224.009900990099,338.048090523338,84.86562942008484,-4.831821535367491,55.8893280632411,0
872.2772277227721,160.3960396039603,58.41584158415842,160.3960396039604,88.11881188118811,-3.134227353854894,68.78547105561861,0
788.4788478847884,122.4122412241223,68.4068406840684,284.4284428442844,169.2169216921693,-2.894775685019841,76.09589041095892,0
925.1925192519252,111.1111111111111,75.9075907590759,299.2299229922993,71.50715071507146,-5.084054569494812,64.85136741973841,0
860.2860286028603,176.0176017601759,174.2574257425742,325.6325632563256,128.7128712871288,-3.035708147118882,69.74424552429667,0
848.184818481848,116.6116611661166,171.2871287128713,288.2288228822882,123.2123212321232,-2.974688370371326,70.73929961089495,0
742.5742574257425,118.8118811881189,87.3087308730873,260.1260126012601,189.0189018901891,-7.019409848148788,80.80000000000001,0
873.4873487348736,112.2112211221122,163.3663366336634,228.8228822882288,73.70737073707369,-4.087063698003472,68.69017632241813,0
1044.554455445545,77.97029702970293,63.11881188118812,454.2079207920792,228.9603960396039,-5.067383149582029,57.44075829383886,0
1094.766619519095,106.0820367751061,186.8811881188119,281.4710042432815,94.76661951909476,-5.528799348890053,54.8062015503876,0
1009.90099009901,117.5742574257425,82.92079207920793,308.1683168316832,209.1584158415842,-4.875457023678798,59.41176470588235,0
786.1386138613861,179.2079207920792,132.3132313231323,346.5346534653466,135.013501350135,-5.21203978407818,76.32241813602015,0
920.7920792079208,160.6160616061606,57.2057205720572,229.9229922992299,121.0121012101211,-3.37910070575282,65.16129032258064,0
765.0765076507649,149.4149414941492,100.8100810081008,214.2214221422142,176.4176417641766,-6.337040100862969,78.4235294117647,0
971.3971397139712,84.70847084708467,85.8085808580858,305.8305830583059,135.3135313531353,-5.075636752334161,61.76670441676104,0
550.4950495049507,145.2145214521451,124.3811881188119,307.5907590759076,209.9009900990098,-4.212418474544818,108.9928057553957,0
779.4779477947795,160.2160216021603,64.80648064806479,220.5220522052205,200.7200720072009,-2.542479681186935,76.97459584295612,0
985.1485148514852,138.6138613861387,56.93069306930693,231.4356435643565,129.8129812981298,-5.236382681765718,60.90452261306532,0
906.4906490649064,179.3179317931794,59.4059405940594,247.5247524752475,149.6149614961496,-4.769127547939449,66.18932038834951,0
918.5918591859186,145.214521452145,90.20902090209022,280.5280528052805,180.4180418041805,-2.971130717737006,65.31736526946108,0
756.9756975697571,120.6120612061206,55.8055805580558,343.8343834383438,264.6264626462648,-6.078059909562375,79.2627824019025,0
1267.326732673268,212.8712871287129,57.75577557755776,354.7854785478548,127.0627062706271,-3.076803510350993,47.34374999999999,0
801.980198019802,112.5112511251125,74.70747074707471,207.020702070207,82.80828082808276,-4.565851227528419,74.81481481481482,0
744.3744374437443,147.6147614761477,63.00630063006301,253.8253825382538,140.2640264026403,-3.750744117448814,80.60459492140266,0
731.8481848184819,146.0396039603962,57.75577557755776,209.5709570957096,123.7623762376237,-3.503956399712195,81.98421645997745,0
939.3564356435644,142.3267326732673,185.9185918591859,246.2871287128713,82.9207920792079,-3.490792141385643,63.87351778656127,0
751.5751575157516,141.3141314131412,89.10891089108908,333.9333933393339,67.5067506750675,-4.651753620828758,79.83233532934132,0
962.5962596259624,166.116611661166,59.4059405940594,240.9240924092409,107.8107810781078,-3.359780422998201,62.33142857142856,0
900.0,163.3663366336633,64.35643564356437,260.3960396039604,120.7920792079208,-6.745814192400672,66.66666666666667,0
651.9421172886518,166.0319878141659,60.92916984006093,296.2680883472963,121.096725057121,-3.000903325809751,92.03271028037382,0
1016.089108910891,110.1485148514851,56.93069306930693,408.4158415841584,278.4653465346533,-5.48640528534481,59.04993909866017,0
813.6813681368135,106.2106210621062,72.007200720072,345.6345634563456,158.4158415841585,-5.456219040543475,73.73893805309736,0
726.8976897689769,115.5115511551155,82.50825082508251,196.3696369636963,175.7425742574256,-5.557080920840003,82.54256526674234,0
742.5742574257426,135.9135913591359,132.013201320132,175.5175517551755,189.0189018901889,-2.941058860262509,80.8,0
691.4191419141913,129.5379537953795,137.0906321401371,166.6666666666667,132.8382838283828,-3.978630896218402,86.77804295942722,0
925.1925192519252,191.4191419141914,60.50605060506051,243.1243124312431,177.1177117711771,-4.23640874186295,64.85136741973841,0
576.8976897689769,168.3168316831685,92.2029702970297,281.1881188118812,116.8316831683166,-6.976241390449944,104.0045766590389,0
888.8888888888889,144.1144114411441,173.2673267326732,233.2233223322332,193.6193619361936,-4.65325466885345,67.5,0
670.982482863671,153.8461538461541,60.16755521706016,305.4074638233054,209.4440213252097,-4.639080999202032,89.42111237230421,0
935.093509350935,174.917491749175,59.4059405940594,249.7249724972497,162.8162816281628,-5.010838086274386,64.16470588235295,0
834.6534653465345,154.4554455445542,65.34653465346534,171.2871287128713,124.7524752475246,-4.275589510350205,71.88612099644129,0
711.2211221122112,128.7128712871286,73.43234323432343,197.1947194719472,122.9372937293729,-4.018002850229675,84.36194895591647,0
562.5,120.0495049504946,57.54950495049506,314.9752475247525,144.1831683168318,-4.764917226783035,106.6666666666667,0
755.1755175517552,136.8136813681368,115.5115511551155,343.8343834383438,203.4203420342035,-4.965860411615157,79.45172824791418,0
791.1791179117911,116.111611161116,62.1062106210621,278.1278127812782,171.9171917191719,-5.629315483051423,75.83617747440272,0
823.7623762376237,141.5841584158416,62.37623762376238,236.6336633663366,107.920792079208,-2.798527748499989,72.83653846153847,0
1045.792079207921,164.6039603960396,63.11881188118812,368.8118811881188,191.8316831683168,-3.267405002818924,57.37278106508876,0
772.2772277227723,131.1881188118812,62.7062706270627,250.8250825082508,100.6600660066007,-5.421049463433291,77.6923076923077,0
959.1584158415842,146.0396039603961,160.6160616061606,336.6336633663366,136.1386138613861,-2.972713933013285,62.55483870967742,0
724.4224422442244,154.2904290429043,77.55775577557755,256.6006600660066,210.3960396039605,-6.099069289847123,82.8246013667426,0
923.762376237624,139.6039603960396,54.45544554455446,158.4158415841584,207.920792079208,-4.617641596749672,64.95176848874597,0
813.8613861386139,188.118811881188,122.7722772277228,208.9108910891089,211.8811881188119,-3.242240605332618,73.7226277372263,0
897.6897689768977,150.7150715071507,99.00990099009898,323.4323432343234,77.00770077007697,-5.210772945033578,66.83823529411765,0
853.4653465346535,179.2079207920792,100.0,292.0792079207921,171.2871287128713,-3.259520195619454,70.30162412993039,0
1042.079207920792,152.2277227722772,55.6930693069307,381.1881188118812,101.4851485148514,-5.464408192978109,57.57719714964371,0
876.2376237623763,143.5643564356435,56.43564356435644,351.4851485148515,151.4851485148516,-5.495309473095745,68.47457627118644,0
865.3465346534653,181.1881188118812,56.43564356435644,234.6534653465347,150.4950495049505,-6.467818541511406,69.33638443935928,0
731.7731773177318,139.5139513951395,54.90549054905491,232.2232223222322,119.6369636963695,-4.840553827938179,81.99261992619927,0
702.1452145214522,124.5874587458746,50.33003300330032,302.8052805280528,128.7128712871288,-6.596406034065291,85.45240893066979,0
910.8910891089108,145.2145214521452,49.50495049504951,184.8184818481848,122.1122112211222,-6.714829174971652,65.86956521739131,0
1115.983026874116,137.1994342291372,106.0820367751061,267.3267326732673,151.3437057991514,-5.342326321463006,53.76425855513308,0
551.8151815181519,153.7953795379541,60.72607260726073,256.1056105610561,98.3498349834983,-3.443242552396294,108.7320574162679,0
873.2673267326733,104.9504950495049,54.45544554455446,220.7920792079208,96.03960396039612,-4.8191682567405,68.70748299319727,0
701.3201320132013,179.8679867986797,78.38283828382838,323.4323432343235,69.30693069306933,-3.760395374190153,85.5529411764706,0
700.4950495049505,128.7128712871287,82.5082508250825,333.3333333333334,149.3399339933995,-3.899121728852281,85.65371024734982,0
683.1683168316831,150.799695354151,79.20792079207921,201.8278750952018,252.094440213252,-2.635849173005964,87.82608695652175,0
959.1584158415842,139.8514851485149,56.93069306930693,174.5049504950495,118.8118811881188,-3.225603908166411,62.55483870967742,0
940.5940594059406,155.1155115511551,55.00550055005501,201.3201320132013,101.2101210121011,-3.796683787906685,63.78947368421053,0
859.4059405940595,145.5445544554454,80.19801980198018,349.5049504950495,159.4059405940594,-6.856500279244211,69.81566820276498,0
1028.465346534653,133.6633663366337,63.11881188118813,248.7623762376237,137.3762376237624,-3.619857412894463,58.33935018050541,0
744.3744374437443,151.2151215121511,56.70567056705671,340.2340234023403,262.8262826282631,-5.41455679246762,80.60459492140266,0
952.9702970297028,157.1782178217822,99.009900990099,230.1980198019802,186.8811881188118,-2.745384471652953,62.96103896103896,0
771.3771377137713,129.6129612961298,83.70837083708369,213.3213321332133,151.2151215121513,-4.311128689799795,77.78296382730456,0
1082.920792079208,59.40594059405935,70.54455445544556,328.932893289329,95.7095709570957,-3.245383048299509,55.40571428571428,0
867.3267326732672,146.5346534653463,79.2079207920792,226.7326732673267,135.6435643564356,-5.161658283129434,69.17808219178082,0
1072.135785007072,66.47807637906645,73.55021216407356,329.5615275813296,94.05940594059406,-2.973588372701045,55.96306068601583,0
906.9306930693068,164.3564356435644,68.31683168316833,269.3069306930693,214.851485148515,-3.574353677671268,66.15720524017468,0
1077.970297029703,86.63366336633658,59.40594059405941,335.3960396039604,137.6237623762376,-3.417384182001763,55.6601607347876,0
927.3927392739272,133.1133113311332,69.3069306930693,133.1133113311331,103.4103410341035,-4.38233735442904,64.69750889679715,0
813.6813681368135,134.1134113411341,61.20612061206121,144.3894389438944,87.30873087308727,-3.734067631836693,73.73893805309734,0
768.6768676867687,144.014401440144,60.30603060306031,354.6354635463546,105.3105310531054,-5.416737367097777,78.05620608899298,0
826.2826282628263,143.1143114311432,79.20792079207921,173.7173717371737,81.9081908190819,-3.609206429027596,72.61437908496733,0
802.880288028803,131.4131413141315,64.80648064806482,277.2277227722772,121.5121512151215,-2.879883189393309,74.73094170403587,0
931.7931793179316,155.115511551155,95.70957095709568,227.7227722772277,152.9152915291528,-3.673314565377218,64.39197166469893,0
959.2959295929592,141.9141914191419,77.00770077007702,233.2233223322332,99.00990099009891,-4.623182625714591,62.54587155963303,0
1066.478076379067,108.9108910891089,67.8925035360679,306.9306930693069,99.00990099009896,-5.214706134857994,56.25994694960212,0
822.6822682268229,189.9189918991897,57.60576057605761,194.4194419441944,198.0198019801981,-3.225884343978224,72.93216630196935,0
948.2948294829484,181.5181518151815,86.9086908690869,240.9240924092409,139.7139713971396,-3.045438092504045,63.27146171693735,0
900.0,145.5445544554454,56.43564356435644,228.7128712871287,108.9108910891088,-4.702649075194563,66.66666666666667,0
973.5973597359736,154.0154015401539,82.5082508250825,207.9207920792079,90.2090209020902,-3.935698126913977,61.62711864406779,0
728.5478547854785,151.8151815181519,56.1056105610561,266.5016501650165,157.5907590759076,-4.914029781057184,82.35560588901473,0
1183.875530410184,87.69448373408765,93.35219236209336,270.1555869872701,93.3521923620933,-5.305964430961458,50.68100358422939,0
1028.465346534654,112.6237623762376,87.87128712871286,287.1287128712871,149.7524752475247,-3.664682618442791,58.33935018050541,0
688.1188118811882,130.3630363036305,109.6725057121097,253.3003300330033,78.44630616907843,-5.801890182016538,87.19424460431654,0
634.3705799151345,135.7850070721359,58.6987270155587,248.2319660537482,166.902404526167,-3.310726905306915,94.58193979933108,0
774.077407740774,115.2115211521153,68.4068406840684,202.5202520252025,246.6246624662469,-4.84045309579415,77.51162790697676,0
744.3744374437445,146.7146714671467,55.8055805580558,224.1224122412241,133.6633663366337,-2.60269995849594,80.60459492140265,0
775.8775877587758,121.5121512151215,65.7065706570657,209.7209720972097,82.8082808280828,-2.144248169525067,77.33178654292342,0
1223.479490806223,86.2800565770863,59.40594059405941,458.2743988684583,149.9292786421499,-2.865229689141941,49.04046242774567,0
